,FACILITY ID,FACILITY NAME,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,Location
37574,FA0053687,VALERIA'S,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",317 S BROADWAY STE 35,LOS ANGELES,90013,34.0506586454,-118.2485259477,"(34.0506586454, -118.2485259477)"
37575,FA0057653,VALERO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2217 S NORMANDIE AVE,LOS ANGELES,90007,34.0363817129,-118.3004308725,"(34.0363817129, -118.3004308725)"
37579,FA0167595,UNITED OIL #103,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4700 W SLAUSON AVE,LOS ANGELES,90043,33.9883309102,-118.35876749350001,"(33.9883309102, -118.3587674935)"
37581,FA0167637,UNITED OIL #186,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",17301 PACIFIC COAST HWY,PACIFIC PALISADES,90272,34.038788559299995,-118.5560211208,"(34.0387885593, -118.5560211208)"
37582,FA0269219,UNITED PACIFIC #0234,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4807 LAS VIRGENES RD,CALABASAS,91302,34.144785398,-118.6981370547,"(34.144785398, -118.6981370547)"
37583,FA0270458,VALLARTA SUPERMARKET #112,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",8201 TOPANGA CANYON BLVD,CANOGA PARK,91304,34.2176434345,-118.60604893450001,"(34.2176434345, -118.6060489345)"
37585,FA0038515,TRADER JOE'S #007,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10850 NATIONAL BLVD,LOS ANGELES,90064,34.030182138899995,-118.4214094558,"(34.0301821389, -118.4214094558)"
37592,FA0179007,TREAT ME SWEET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",100 WORLD WAY # 114,LOS ANGELES,90045,33.945498034,-118.3999352099,"(33.945498034, -118.3999352099)"
37593,FA0265784,URUAPAN MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",600 E EL SEGUNDO BLVD,COMPTON,90222,33.9166886345,-118.21840912459999,"(33.9166886345, -118.2184091246)"
37594,FA0053160,VALLARTA SUPERMARKET #24,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",19725 VANOWEN ST,WINNETKA,91306,34.1939646942,-118.5630729594,"(34.1939646942, -118.5630729594)"
37596,FA0038517,TRADER JOE'S #48,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",15025 E WHITTIER BLVD STE #C,WHITTIER,90603,33.9486773236,-118.00581137469999,"(33.9486773236, -118.0058113747)"
37601,FA0256310,TURNER'S LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8305 BALBOA BLVD,NORTHRIDGE,91325,34.221576981700004,-118.50267422620001,"(34.2215769817, -118.5026742262)"
37603,FA0072892,TRADER JOE'S #057,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",28901 S WESTERN AVE STE 243,RANCHO PALOS VERDES,90275,33.7563535559,-118.3103981765,"(33.7563535559, -118.3103981765)"
37610,FA0053383,UMEKEN HEALTH PLAZA,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10201 RESEDA BLVD UNIT 120,NORTHRIDGE,91324,34.2564975125,-118.5363665345,"(34.2564975125, -118.5363665345)"
37612,FA0167631,UNITED PACIFIC #174,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4008 W ROSECRANS AVE,LAWNDALE,90260,33.9016007172,-118.344203027,"(33.9016007172, -118.344203027)"
37615,FA0039024,UNION LATINA MARKET,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",10346 LAUREL CANYON BLVD,PACOIMA,91331,34.258376121,-118.43143317270001,"(34.258376121, -118.4314331727)"
37616,FA0039226,VALERO FOOD MART,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",101 E AVENUE J,LANCASTER,93535,34.6895952571,-118.13028776860001,"(34.6895952571, -118.1302877686)"
37621,FA0270532,UNITED PACIFIC #0224,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4680 LINCOLN BLVD,MARINA DEL REY,90292,33.9808255237,-118.43927082889999,"(33.9808255237, -118.4392708289)"
37622,FA0202824,VALENCIA PHARMACY AT HENRY MAYO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",23929 MCBEAN PKWY # 100A,SANTA CLARITA,91355,34.395429326700004,-118.5548054432,"(34.3954293267, -118.5548054432)"
37625,FA0167621,UNITED OIL #163,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4931 W PICO BLVD,LOS ANGELES,90019,34.0480743957,-118.34431250889999,"(34.0480743957, -118.3443125089)"
37626,FA0053164,VALLARTA SUPERMARKET #38,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",38118 E 47TH ST E,PALMDALE,93552,34.5749569763,-118.0448485393,"(34.5749569763, -118.0448485393)"
37628,FA0053563,USA GASOLINE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1403 W CENTURY BLVD,LOS ANGELES,90047,33.945680924899996,-118.3004323989,"(33.9456809249, -118.3004323989)"
37631,FA0039067,UNOCAL 76 MART,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1004 S LA CIENEGA BLVD,LOS ANGELES,90035,34.0591980106,-118.37597277379999,"(34.0591980106, -118.3759727738)"
37635,FA0039238,VALLARTA SUPERMARKET #15,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",13940 E RAMONA BLVD,BALDWIN PARK,91706,34.083487454600004,-117.9687357032,"(34.0834874546, -117.9687357032)"
37638,FA0072890,TRADER JOE'S #121,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",19720 HAWTHORNE BLVD,TORRANCE,90503,33.8522122666,-118.3531080603,"(33.8522122666, -118.3531080603)"
37644,FA0052916,UNIVERSAL GROCERY AND DELI,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",5021 W SANTA MONICA BLVD,LOS ANGELES,90029,34.0909711187,-118.2989374722,"(34.0909711187, -118.2989374722)"
37647,FA0002163,UNION 76,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7101 FOOTHILL BLVD,TUJUNGA,91042,34.2481960724,-118.2860897457,"(34.2481960724, -118.2860897457)"
37648,FA0052422,TOWNE ARCO AM/PM #82614,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",2510 N TOWNE AVE,POMONA,91767,34.0906177596,-117.73634774979999,"(34.0906177596, -117.7363477498)"
37649,FA0053163,VALLARTA SUPERMARKET #19,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",23449 LYONS AVE,VALENCIA,91355,34.3796854655,-118.54360175629999,"(34.3796854655, -118.5436017563)"
37657,FA0038513,TRADER JOE'S #54,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10130 RIVERSIDE DR,TOLUCA LAKE,91602,34.1519630896,-118.35180568690001,"(34.1519630896, -118.3518056869)"
37659,FA0167635,UNITED OIL #183,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5200 E WHITTIER BLVD,LOS ANGELES,90022,34.020152026,-118.15708525299999,"(34.020152026, -118.157085253)"
37661,FA0167615,UNITED OIL #151,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",909 PACIFIC COAST HWY,HARBOR CITY,90710,33.791154326,-118.2911974699,"(33.791154326, -118.2911974699)"
37662,FA0265452,TRADER JOE'S #254,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",23741 CALABASAS RD,CALABASAS,91302,34.1554040433,-118.64443224770001,"(34.1554040433, -118.6444322477)"
37665,FA0264310,UPTOWN NUTRISHOP,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6518 GREENLEAF AVE # 11,WHITTIER,90601,33.982118497100004,-118.03733036870001,"(33.9821184971, -118.0373303687)"
37667,FA0013279,VALLARTA SUPERMARKET #3,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",9134 VAN NUYS BLVD,PANORAMA CITY,91402,34.2361155359,-118.45007822299999,"(34.2361155359, -118.450078223)"
37668,FA0167593,UNITED OIL #101,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",450 E EL SEGUNDO BLVD,LOS ANGELES,90061,33.9162118408,-118.2655566298,"(33.9162118408, -118.2655566298)"
37669,FA0270275,UNITED PACIFIC #0236,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1401 W PACIFIC COAST HWY,WILMINGTON,90744-1802,33.7907043367,-118.2831571944,"(33.7907043367, -118.2831571944)"
37670,FA0179282,UNIMART SUPERMARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",22200 S MAIN ST STE I-J,CARSON,90745,33.825427960300004,-118.27624783280001,"(33.8254279603, -118.2762478328)"
37673,FA0251198,TRIPLE DEUCES WINE & SPIRITS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4803 WHITSETT AVE,VALLEY VILLAGE,91607-3511,34.1576965649,-118.4053174351,"(34.1576965649, -118.4053174351)"
37674,FA0072896,TRADER JOES,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1000 GLENDON AVE,LOS ANGELES,90024,34.0621685576,-118.4439597028,"(34.0621685576, -118.4439597028)"
37676,FA0053702,VALLARTA SUPERMARKET #1,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",13051 VICTORY BLVD,NORTH HOLLYWOOD,91606,34.187997265199996,-118.4173509295,"(34.1879972652, -118.4173509295)"
37678,FA0269331,UNITED PACIFIC# 0248,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5116 CHESEBRO RD,AGOURA HILLS,91301,34.1422719548,-118.7400220595,"(34.1422719548, -118.7400220595)"
37679,FA0020946,URIBE JOHN,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",8301 S VERMONT AVE,LOS ANGELES,90044,33.9634252297,-118.2919986526,"(33.9634252297, -118.2919986526)"
37680,FA0266858,VALENTINA'S MEAT MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",4823 GAGE AVE,BELL,90201-1424,33.9772134533,-118.1793976347,"(33.9772134533, -118.1793976347)"
37683,FA0053700,VALLARTA SUPERMARKET #26,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",9011 WOODMAN AVE,PACOIMA,91331,34.233174876999996,-118.4389908633,"(34.233174877, -118.4389908633)"
37684,FA0073165,USA GASOLINE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",22406 VENTURA BLVD,WOODLAND HILLS,91364,34.1685178739,-118.614644758,"(34.1685178739, -118.614644758)"
37685,FA0052418,TOWN LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",604 E AVENUE K,LANCASTER,93535,34.6746867319,-118.1198938668,"(34.6746867319, -118.1198938668)"
37694,FA0072870,TRACTION & HEWITT,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",716 TRACTION AVE,LOS ANGELES,90013,34.045287464,-118.2361936403,"(34.045287464, -118.2361936403)"
37698,FA0267711,TRIANGLE LIQUORS,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8120 SEPULVEDA BLVD,VAN NUYS,91402,34.2185068687,-118.4665821084,"(34.2185068687, -118.4665821084)"
37699,FA0053096,TRAVEL TRADERS #732,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",555 UNIVERSAL HOLLYWOOD DR # 732,UNIVERSAL CITY,91608,34.1383022036,-118.357398806,"(34.1383022036, -118.357398806)"
37701,FA0073060,UKA'S BIG SAVER FOODS,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",7619 E GARVEY AVE,ROSEMEAD,91770,34.0627475837,-118.103307229,"(34.0627475837, -118.103307229)"
37706,FA0052449,TRADER JOE'S #13,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",26517 BOUQUET CANYON RD,SANTA CLARITA,91350,34.427691889,-118.5369587214,"(34.427691889, -118.5369587214)"
37707,FA0138376,UNITED OIL #53,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3101 W ARTESIA BLVD,TORRANCE,90504,33.8731914676,-118.3268925327,"(33.8731914676, -118.3268925327)"
37708,FA0053242,TUJUNGA FOOD MARKET,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",6655 FOOTHILL BLVD,TUJUNGA,91042,34.2469210418,-118.2769722718,"(34.2469210418, -118.2769722718)"
37710,FA0038514,TRADER JOE'S,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10330 MASON AVE,CHATSWORTH,91311,34.2581239459,-118.57961117209999,"(34.2581239459, -118.5796111721)"
37712,FA0038901,U & I GIFT SHOP,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2222 E IMPERIAL HWY,EL SEGUNDO,90245,33.9307748478,-118.3845396004,"(33.9307748478, -118.3845396004)"
37725,FA0073222,VALERO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",500 S ALAMEDA ST,LOS ANGELES,90013,34.041265260100005,-118.23799259,"(34.0412652601, -118.23799259)"
37727,FA0202749,TWIN HEALTH FAMILY,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",801 E VALLEY BLVD # 101,SAN GABRIEL,91776,34.080207804299995,-118.09027061020001,"(34.0802078043, -118.0902706102)"
37728,FA0167627,UNITED OIL #170,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1600 W OLYMPIC BLVD,LOS ANGELES,90015,34.049127804,-118.2745204042,"(34.049127804, -118.2745204042)"
37729,FA0167611,UNITED OIL #148,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",800 N WESTERN AVE,LOS ANGELES,90029,34.0848426971,-118.30895501370001,"(34.0848426971, -118.3089550137)"
37730,FA0053080,TRADER JOE'S #209,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",21054 CLARENDON ST,WOODLAND HILLS,91367,34.1680577257,-118.59189711389999,"(34.1680577257, -118.5918971139)"
37734,FA0243517,TUESDAY MORNING #345,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1000 E ROUTE 66,GLENDORA,91741,34.1287033311,-117.847959646,"(34.1287033311, -117.847959646)"
37737,FA0170909,UNIVERSAL STUDIOS HOLLYWOOD,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",100 UNIVERSAL CITY PLZ,UNIVERSAL CITY,91608,34.1424709902,-118.3568247802,"(34.1424709902, -118.3568247802)"
37738,FA0166052,USA LIQUOR,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6530 LANKERSHIM BLVD STE A & B,NORTH HOLLYWOOD,91606-2400,34.188687733,-118.3875796993,"(34.188687733, -118.3875796993)"
37742,FA0053152,VALERO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3701 W MAGNOLIA BLVD,BURBANK,91505,34.1680264581,-118.34740902040001,"(34.1680264581, -118.3474090204)"
37744,FA0072845,TOWN AND COUNTRY MARKET,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",13012 PEARBLOSSOM HWY,PEARBLOSSOM,93553,34.5060559379,-117.8975563123,"(34.5060559379, -117.8975563123)"
37745,FA0072935,TRESIERRAS MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",13158 VAN NUYS BLVD,PACOIMA,91331,34.267801870599996,-118.419451814,"(34.2678018706, -118.419451814)"
37757,FA0053052,V&V PRODUCE,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",541 W GARFIELD AVE,GLENDALE,91204,34.1358448102,-118.2656158856,"(34.1358448102, -118.2656158856)"
37758,FA0053701,VALLARTA SUPERMARKET #17,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10950 SHERMAN WAY,BURBANK,91505,34.200260587399995,-118.36859193,"(34.2002605874, -118.36859193)"
37762,FA0053024,USA DONUTS & CROISSANTS,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",13316 BURBANK BLVD,VAN NUYS,91401,34.1719617236,-118.4231307401,"(34.1719617236, -118.4231307401)"
37763,FA0003933,UNITED OIL #34,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",600 N GARFIELD AVE,ALHAMBRA,91801,34.1009804783,-118.13050875479999,"(34.1009804783, -118.1305087548)"
37767,FA0256166,TRADING POST,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",9956 LAKEWOOD BLVD,DOWNEY,90240,33.9488022248,-118.1163571549,"(33.9488022248, -118.1163571549)"
37769,FA0239779,TROPICANA INTERNATIONAL MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1404 HUNTINGTON DR,DUARTE,91010,34.1395650721,-117.9750158467,"(34.1395650721, -117.9750158467)"
37774,FA0178410,VALENCIA CAR WASH,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",24233 CREEKSIDE RD,VALENCIA,91355-0991,34.4221057706,-118.5598258908,"(34.4221057706, -118.5598258908)"
37775,FA0072916,TRAVEL TRADERS #721,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6101 W CENTURY BLVD,LOS ANGELES,90045,33.9456995767,-118.3914923991,"(33.9456995767, -118.3914923991)"
37776,FA0257167,TWEEDY'S LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3479 TWEEDY BLVD,SOUTH GATE,90280,33.9445132213,-118.2079488353,"(33.9445132213, -118.2079488353)"
37780,FA0053079,TRADER JOE'S #18,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",613 MISSION ST,SOUTH PASADENA,91030,34.1153876175,-118.1629166176,"(34.1153876175, -118.1629166176)"
37781,FA0162770,VALENCIA PHARMACY,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",25050 PEACHLAND AVE STE 100,NEWHALL,91321-2523,34.3791691894,-118.54679828430001,"(34.3791691894, -118.5467982843)"
37782,FA0178724,TRIMANA FRESH MARKET,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",800 N ALAMEDA ST,LOS ANGELES,90012,34.0549409006,-118.23751674430001,"(34.0549409006, -118.2375167443)"
37784,FA0053165,VALLARTA SUPERMARKET #27,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",815 E AVENUE K,LANCASTER,93535,34.6750987698,-118.1144129815,"(34.6750987698, -118.1144129815)"
37791,FA0167605,UNITED OIL #126,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14400 E TELEGRAPH RD,WHITTIER,90604,33.9245775686,-118.02417619639999,"(33.9245775686, -118.0241761964)"
37792,FA0221485,URBASHI MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2007 E 1ST ST,LOS ANGELES,90033,34.0454060655,-118.21480613979999,"(34.0454060655, -118.2148061398)"
37793,FA0039085,US LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",20127 VANOWEN ST,WINNETKA,91306,34.1939553181,-118.5719923689,"(34.1939553181, -118.5719923689)"
37794,FA0072885,TRADER JOE'S #44,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11114 BALBOA BLVD,GRANADA HILLS,91344,34.2726787457,-118.5019672615,"(34.2726787457, -118.5019672615)"
37795,FA0053672,VAIL MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1701 W OLYMPIC BLVD,MONTEBELLO,90640,34.0095847949,-118.120361755,"(34.0095847949, -118.120361755)"
37796,FA0038765,TUCKER'S MARKET,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",3690 NEWTON ST,TORRANCE,90505,33.7991226003,-118.3497598213,"(33.7991226003, -118.3497598213)"
37797,FA0053160,VALLARTA SUPERMARKET #24,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",19725 VANOWEN ST,WINNETKA,91306,34.1939646942,-118.5630729594,"(34.1939646942, -118.5630729594)"
37800,FA0053372,U.S.A. GASOLINE,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",15602 E SAN BERNARDINO RD,COVINA,91722,34.0898655453,-117.9414094217,"(34.0898655453, -117.9414094217)"
37802,FA0053153,VALERO ADAMS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2545 S CRENSHAW BLVD,LOS ANGELES,90008,34.032984454099996,-118.3351211117,"(34.0329844541, -118.3351211117)"
37804,FA0073163,USA GAS #63017,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1108 N GRAND AVE,COVINA,91724,34.0997190193,-117.87223887319999,"(34.0997190193, -117.8722388732)"
37807,FA0269672,UNITED PACIFIC #0209,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14505 VENTURA BLVD,SHERMAN OAKS,91403-3772,34.1509912784,-118.4490256486,"(34.1509912784, -118.4490256486)"
37810,FA0262341,UNIVERSAL GROCERY STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7511 S CENTRAL AVE,LOS ANGELES,90001,33.9716962456,-118.25645712020001,"(33.9716962456, -118.2564571202)"
37811,FA0167599,UNITED OIL #112,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",790 W HOLT AVE,POMONA,91768,34.061919054899995,-117.76316928809999,"(34.0619190549, -117.7631692881)"
37812,FA0073127,UNO MART,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1480 S GAREY AVE STE #103,POMONA,91766,34.044571610700004,-117.74958626889999,"(34.0445716107, -117.7495862689)"
37815,FA0053556,USA # 63022,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6601 FLORENCE AVE,BELL GARDENS,90201,33.962864372,-118.1472123209,"(33.962864372, -118.1472123209)"
37817,FA0072913,TRAVEL TRADERS #1060,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2500 N HOLLYWOOD WAY,BURBANK,91505,34.1944139833,-118.34697991790001,"(34.1944139833, -118.3469799179)"
37823,FA0053073,TRADER JOE'S #104,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",12861 TOWNE CENTER DR,CERRITOS,90703,33.8691760205,-118.05796848959999,"(33.8691760205, -118.0579684896)"
37824,FA0053077,TRADER JOE'S #006,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3212 PICO BLVD,SANTA MONICA,90405,34.0263308469,-118.4561823026,"(34.0263308469, -118.4561823026)"
37826,FA0175287,TT DISCOUNT,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10053 VALLEY BLVD STE 13,EL MONTE,91731,34.0787254771,-118.0508647095,"(34.0787254771, -118.0508647095)"
37828,FA0053385,UMEKEN TORRANCE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3030 SEPULVEDA BLVD,TORRANCE,90503,33.8231854222,-118.34106490280001,"(33.8231854222, -118.3410649028)"
37829,FA0259367,VARIETY LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4669 W IMPERIAL HWY,INGLEWOOD,90304-2611,33.9309624533,-118.3586897201,"(33.9309624533, -118.3586897201)"
37834,FA0240730,TRADER JOE'S #32,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3035 E HUNTINGTON DR,PASADENA,91107,34.1274702131,-118.08986587209999,"(34.1274702131, -118.0898658721)"
37835,FA0243332,TRAI CAY MIEN TAY,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9324 E GARVEY AVE SUIT D,SOUTH EL MONTE,91733,34.0626965859,-118.06613475260001,"(34.0626965859, -118.0661347526)"
37843,FA0249899,UNCLE NICK'S LIQUOR AND MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2401 ARTESIA BLVD STE 102,REDONDO BEACH,90278,33.872923486,-118.36808352940001,"(33.872923486, -118.3680835294)"
37844,FA0267555,TWINS TOBACCO MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5806 RODEO RD,LOS ANGELES,90016,34.0216333371,-118.3726114621,"(34.0216333371, -118.3726114621)"
37845,FA0052450,TRADER JOE'S #214,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",475 W FOOTHILL BLVD,CLAREMONT,91711,34.1071742742,-117.7218474862,"(34.1071742742, -117.7218474862)"
37849,FA0167620,UNITED OIL #160,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12401 W JEFFERSON BLVD,LOS ANGELES,90066,33.9814107036,-118.4095437507,"(33.9814107036, -118.4095437507)"
37850,FA0165181,TRIPL S OIL,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",267 S INDIAN HILL BLVD,CLAREMONT,91711,34.090737304099996,-117.7196096495,"(34.0907373041, -117.7196096495)"
37852,FA0167640,UNITED OIL #190,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2450 S AZUSA AVE,WEST COVINA,91792,34.031543460500004,-117.9141337814,"(34.0315434605, -117.9141337814)"
37853,FA0039053,UNIVERSITY BOOK STORE 886,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1000 E VICTORIA ST,CARSON,90747,33.8638784722,-118.2557488119,"(33.8638784722, -118.2557488119)"
37858,FA0039049,UNIVERSAL CHEVRON,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3780 W CAHUENGA BLVD,STUDIO CITY,91604,34.1370508833,-118.3631173917,"(34.1370508833, -118.3631173917)"
37865,FA0052445,TRADER JOE'S #55,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1556 COLORADO BLVD,LOS ANGELES,90041,34.139326654099996,-118.2000213812,"(34.1393266541, -118.2000213812)"
37866,FA0073649,VONS MARKET #2110,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",715 PIER AVE,HERMOSA BEACH,90254,33.8660095187,-118.3944443426,"(33.8660095187, -118.3944443426)"
37869,FA0040217,WALGREENS # 12529,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",305 N BREED ST,LOS ANGELES,90033,34.0474669209,-118.20882092049999,"(34.0474669209, -118.2088209205)"
37871,FA0053913,VONS MARKET #2077,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3118 S SEPULVEDA BLVD,LOS ANGELES,90034,34.0261324992,-118.42742751120001,"(34.0261324992, -118.4274275112)"
37872,FA0040314,WAL-MART SUPERCENTER #3523,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",26471 CARL BOYER DR,SANTA CLARITA,91350,34.4144154075,-118.5064893883,"(34.4144154075, -118.5064893883)"
37874,FA0163902,VENA MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8905 VENICE BLVD # 108,LOS ANGELES,90034,34.02919589,-118.3887824448,"(34.02919589, -118.3887824448)"
37877,FA0054273,VILLAGE GOURMET,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",4357 TUJUNGA AVE,STUDIO CITY,91604,34.1490283931,-118.3792032098,"(34.1490283931, -118.3792032098)"
37881,FA0054432,VONS MARKET #2066,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",18439 VENTURA BLVD,TARZANA,91356,34.1683814142,-118.5345700102,"(34.1683814142, -118.5345700102)"
37882,FA0040223,WALGREENS  #09842,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8030 IMPERIAL HWY,DOWNEY,90240,33.9232118343,-118.1514175243,"(33.9232118343, -118.1514175243)"
37886,FA0073744,WAL-MART #2288,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",80 RIO RANCHO RD,POMONA,91766,34.028607284,-117.758333437,"(34.028607284, -117.758333437)"
37890,FA0039236,VALLARTA SUPERMARKET #7,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",13820 FOOTHILL BLVD,SYLMAR,91342,34.3103269541,-118.43442156629999,"(34.3103269541, -118.4344215663)"
37891,FA0073670,VONS MARKET#3258,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",804 W BEVERLY BLVD,MONTEBELLO,90640,34.0173430921,-118.10599922899999,"(34.0173430921, -118.105999229)"
37892,FA0053958,VONS MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3461 W 3RD ST,LOS ANGELES,90005,34.0692053522,-118.29111540049999,"(34.0692053522, -118.2911154005)"
